N,P,K,temperature,humidity,ph,rainfall,label
56,40,40,21.76298396,78.44861207,7.03270823,163.82600444,jute
68,41,40,24.91340485,77.32651535,7.55307215,179.29736131,jute
81,54,33,18.98364983,85.17069004,7.45017397,156.47076961,jute
75,44,34,27.92368267,84.32881241,6.76160663,172.21042588,jute
112,56,38,25.63299393,70.07093335,7.00817729,200.10542144,jute
74,40,39,20.95197497,82.09627846,6.50428176,177.12460057,jute
77,49,41,17.12961414,78.04917045,6.92477185,168.56387356,jute
112,42,43,20.24499663,83.86512124,7.2085012,159.82392824,jute
88,47,43,26.15879053,80.32234616,7.11176231,160.18703778,jute
86,46,43,18.64722815,81.30904895,7.24008091,184.32692657,jute
83,47,48,30.88963844,85.56942135,7.60834232,179.25651387,jute
60,46,35,33.8687887,78.713249,6.38118878,171.90233573,jute
77,39,43,30.35552924,74.98406282,6.78500683,168.65499797,jute
59,57,42,26.03226166,82.24505723,7.04808068,181.49783355,jute
73,39,41,21.74466102,87.74133548,7.32237933,155.93657808,jute
52,43,42,18.29029534,86.41281059,6.82490954,177.9057973,jute
78,54,42,30.53216209,77.17927592,6.58826332,186.44039313,jute
78,54,43,28.43148996,79.44436894,7.21287077,191.6617833,jute
73,43,41,19.37262197,90.75966099,6.59436837,160.73097965,jute
74,48,43,16.53864841,89.95504282,6.9564268,150.90058739,jute
65,61,42,25.98397222,83.11561708,6.4535463,167.5456284,jute
109,39,40,20.79102848,76.4919946,6.68205027,166.90011759,jute
95,37,42,21.26914023,84.12873761,6.8159199,185.60304942,jute
73,51,38,23.4299254,79.05075247,6.83634169,174.00924182,jute
80,43,43,29.78057855,74.75305614,7.15749975,196.69407336,jute
70,45,38,30.7425675,75.70306521,6.57771998,153.29811459,jute
71,47,42,27.56616611,76.92784389,6.82448941,170.55309913,jute
83,44,43,27.9890794,79.04550695,6.80012961,191.27389804,jute
92,47,42,20.49034632,81.73852613,7.00112568,178.65001098,jute
63,42,40,18.87495651,79.80414907,6.95379115,157.98656819,jute
100,45,37,27.43817934,78.22126542,7.04521395,161.28318165,jute
85,44,40,27.10839317,74.95323488,7.26586686,175.24665442,jute
68,47,44,24.25935854,77.23517918,6.74085851,174.71844205,jute
73,49,40,26.69479134,75.12701682,7.08703231,165.9998766,jute
83,55,39,17.98449503,72.02726362,7.19925858,178.34810491,jute
67,39,36,32.84868175,68.66499013,7.14091141,188.60497322,jute
68,46,38,27.30488988,70.50950373,7.43098809,183.00694847,jute
86,50,40,30.67781797,76.48994007,7.16202671,177.02526465,jute
97,44,43,29.81608433,80.82931083,7.02302799,164.06549476,jute
86,50,43,30.16718135,83.9447327,7.24933478,184.15103144,jute
78,40,41,14.34804899,74.11255162,7.05964486,156.37545651,jute
83,60,42,23.01298512,81.44710786,7.12664139,192.44437444,jute
96,53,44,21.46303632,72.42342114,6.69804144,144.47772149,jute
78,40,43,25.10417313,83.39412508,6.63514198,177.61636257,jute
60,46,44,20.91612492,78.20060129,6.88363528,183.55058389,jute
95,53,38,31.82648883,81.59703128,7.050965,187.72313578,jute
80,54,37,16.93967301,86.97217404,7.02415567,187.14613784,jute
70,40,40,31.71471022,79.7199208,6.66015412,194.08637071,jute
74,46,48,20.55969339,73.47876253,6.71924953,178.48199569,jute
70,42,39,22.36044741,70.89493444,7.04139824,178.25411953,jute
96,40,37,26.00977656,82.67349395,7.23330139,183.41488503,jute
56,52,41,13.46659925,83.96580134,6.98409166,160.94766825,jute
81,50,37,24.15985809,79.59159914,7.18602773,174.25774629,jute
82,46,43,15.0595617,81.51484923,6.62352685,180.86052249,jute
92,45,43,24.81274865,86.47867312,6.9294575,165.00513675,jute
92,51,43,24.5989195,79.66937431,7.60352736,200.35403071,jute
77,56,41,28.77789819,81.87265723,7.16234868,184.1900375,jute
67,42,39,21.26885846,85.14553042,6.91695277,193.91652569,jute
58,52,36,27.2332197,85.64593264,7.2661691,150.41233134,jute
80,48,42,32.30221402,81.25277092,6.94264761,180.7228017,jute
77,48,44,29.33677147,87.43178127,6.79818507,164.81566059,jute
60,44,39,25.24253022,72.70118491,6.72166264,168.45282322,jute
71,38,38,29.18093628,86.30337071,6.76805293,148.99393775,jute
86,42,40,36.86744644,80.5873065,6.96534449,173.6060842,jute
85,47,44,25.94235636,71.80974818,7.49918941,172.65401591,jute
75,50,41,24.80734928,74.67280634,7.10755851,147.74463854,jute
67,62,39,19.92002248,79.06575065,6.71471576,157.23487771,jute
64,44,40,24.26409897,71.04408425,6.70971864,174.66237021,jute
73,52,39,31.35435092,77.02626736,6.85762362,186.85234701,jute
81,46,44,23.30077987,78.64926483,6.93665908,176.20787362,jute
63,48,41,29.35804665,77.30811628,6.75096794,152.0054372,jute
81,44,43,30.14595197,79.43449482,7.43173358,186.40163006,jute
73,36,37,20.02882218,76.64854647,7.08996513,183.11553073,jute
100,37,43,26.12608308,78.36431145,7.03185485,181.64890854,jute
71,38,36,29.92867548,77.34057204,6.29989061,172.62341425,jute
95,54,40,17.56397922,74.99135038,6.29674387,183.9122489,jute
103,51,39,24.77763778,82.31689367,6.87367419,167.35683198,jute
104,15,15,25.83993213,52.88283239,6.30822122,137.44976695,coffee
100,28,34,24.37582603,64.52729779,6.96952819,158.05644742,coffee
141,24,32,25.50402945,58.27693908,6.56227655,184.68866186,coffee
77,28,24,26.8361723,61.32796542,7.09387378,150.61900472,coffee
85,32,24,27.71681081,61.26684504,7.08935041,140.45883091,coffee
90,36,35,25.85283398,59.0757753,7.09678655,164.86410058,coffee
105,32,25,25.38417712,62.96595651,6.70017097,177.75471859,coffee
75,27,31,27.03114201,51.16413726,6.82655781,186.2022833,coffee
118,32,39,26.37369724,69.11523221,6.89000001,123.80510915,coffee
106,20,29,29.07049436,52.46639866,6.98754727,129.14043593,coffee
106,18,31,26.02484668,64.84010192,6.51214898,137.57445381,coffee
88,34,31,27.00614991,43.46014829,6.27255479,190.31681561,coffee
104,36,30,25.43462962,62.81686894,6.96579791,135.42854394,coffee
103,21,37,23.92994974,63.47518334,6.92560101,212.4083848,coffee
98,13,29,24.62839618,67.17865518,6.77342261,147.69222083,coffee
109,31,31,24.83629842,57.56763901,7.04578479,142.20470846,coffee
84,25,31,22.80323484,55.34252494,6.98323711,155.42801523,coffee
96,22,35,23.66001248,58.947682,7.34395912,185.53587571,coffee
110,35,29,25.78777723,46.60557182,7.47685933,147.65377725,coffee
108,23,32,26.735901,53.8418783,6.92355439,183.17008214,coffee
125,26,33,25.14242917,64.48757206,7.13920102,157.43330577,coffee
103,30,32,24.01509231,60.38063851,6.74642525,179.61219758,coffee
95,29,40,23.70584056,67.82634733,6.74203209,157.13907547,coffee
95,31,31,28.09065406,70.32826621,6.75904868,141.00788975,coffee
100,27,31,25.30316276,47.78041179,6.16634202,176.43576041,coffee
109,33,32,26.70306521,58.08585512,7.20914462,178.58541007,coffee
85,28,29,28.2340465,63.15541232,6.64560467,116.3441762,coffee
103,19,30,26.74537074,55.80740331,6.93309315,108.57838054,coffee
103,31,27,23.9111025,61.72157719,6.8399722,149.38447444,coffee
101,17,35,25.52766189,51.60946257,7.28497855,159.04480822,coffee
105,33,33,25.5491307,63.65295436,6.45939625,203.4570398,coffee
91,29,25,26.59871208,62.3204205,6.79826393,141.75757197,coffee
93,18,26,23.55359379,52.57299602,6.4805271,182.07378708,coffee
92,32,30,25.19623848,58.5761277,7.02537492,105.06218541,coffee
119,33,26,21.74784932,55.22710345,6.78882729,169.26650054,coffee
112,23,15,25.14470548,56.61420275,6.45274434,120.29848226,coffee
101,20,30,24.93649353,54.28880709,6.36144975,136.28782172,coffee
105,23,28,27.11386052,40.96876953,6.89315067,171.44003689,coffee
102,32,42,26.4149196,62.86349493,6.85805805,205.5412824,coffee
110,31,21,23.87991414,53.15926197,7.02168354,167.3661558,coffee
113,28,29,27.43242662,58.15921169,6.57529466,207.1658119,coffee
101,37,33,25.23026869,72.33627726,6.77140477,167.92186321,coffee
104,29,39,26.07194356,53.31517123,6.49657172,156.81506373,coffee
81,28,27,23.6449924,69.75070797,7.04862504,156.539321,coffee
105,26,40,28.483117,55.73495221,6.73315424,149.49323921,coffee
79,34,38,26.33060194,56.16651811,7.2056903,176.8398443,coffee
102,36,27,24.34854132,55.13071585,6.80703392,117.74777722,coffee
101,33,36,26.28438985,61.58584709,7.29708256,177.02892464,coffee
101,38,31,27.60325192,59.19059843,6.6522729,206.05247669,coffee
101,26,25,24.76666266,61.03441391,6.61844935,165.29334708,coffee
92,24,30,27.48923337,60.59952904,6.52989789,160.18334938,coffee
107,36,37,23.45918832,59.72978673,6.64761301,128.0320233,coffee
115,28,28,22.47268489,62.57657988,6.36770975,178.69734761,coffee
106,19,30,26.73533394,63.99145312,6.67614921,168.96171946,coffee
114,19,27,25.44563577,60.81807699,6.99725855,195.22465393,coffee
120,29,25,24.99032307,44.60210033,6.78234198,199.19203402,coffee
101,39,28,25.71070876,59.44335762,6.33624111,182.94866782,coffee
99,28,32,25.90850118,57.88616875,6.89812413,163.42430193,coffee
122,26,27,24.85615557,57.88379419,6.8965614,157.00007026,coffee
124,30,29,22.6466444,52.37289149,6.86256853,128.47645384,coffee
127,44,34,24.81022472,58.37101532,7.27197638,135.66937612,coffee
93,38,27,23.89765927,59.52182229,7.0037216,162.70219791,coffee
97,34,40,25.87699787,57.17801036,6.79830426,146.61154288,coffee
116,28,29,25.55034096,66.79989708,6.89182332,189.23709972,coffee
112,35,36,25.65709159,67.24125725,6.60283803,120.63087076,coffee
108,26,26,24.00191651,59.23774504,6.57375266,157.87567976,coffee
99,26,42,23.56042325,60.96204623,7.11380943,149.46836897,coffee
118,31,31,27.70614164,48.39954253,6.92755354,140.09050154,coffee
110,31,29,30.07638552,64.1079323,7.53344021,147.62612689,coffee
84,31,25,26.87781859,47.27005235,6.76351301,111.85500249,coffee
91,28,28,26.8340893,59.72716736,6.32666152,185.44838719,coffee
93,30,31,24.82524531,66.38482844,6.72966717,161.32121812,coffee
108,27,32,24.59975622,52.30420541,6.66964907,162.80029981,coffee
104,27,29,26.97730684,68.36708579,6.18919887,188.7633894,coffee
84,38,21,26.12797469,64.13865008,6.9189797,172.11581475,coffee
71,30,32,24.30821944,50.59620317,6.67754908,173.99193172,coffee
112,31,32,27.96402385,59.00674677,6.54742728,137.03145386,coffee
100,28,31,25.4524995,66.3532537,7.17319901,211.58222971,coffee
93,24,40,24.25201052,66.499148,6.92137281,139.68502652,coffee
108,38,28,25.6591234,49.59163304,6.83094447,186.50028908,coffee
86,28,30,27.30766448,57.40558907,6.49924406,196.98294289,coffee
94,19,30,23.96021299,53.62885095,7.14844437,196.94994489,coffee
109,20,33,22.92134123,50.71874298,6.41521285,164.30330003,coffee
114,22,18,26.12610468,47.16953599,7.1935215,144.29702372,coffee
85,31,29,24.11845728,58.28867709,6.25662734,181.07327468,coffee
98,22,31,24.41419006,49.57430797,6.95786822,196.68187699,coffee
115,34,33,21.36688963,57.98231006,7.06802839,167.48748479,coffee
96,21,30,26.38556179,63.5521752,7.07926986,156.28379564,coffee
103,30,33,24.05003545,61.09352027,6.63964803,122.31041348,coffee
111,26,30,25.67204696,59.46635115,6.39574124,170.21111498,coffee
90,29,31,27.24856996,59.11019633,6.62018235,124.32344485,coffee
111,14,35,25.87829544,54.81186412,6.64896115,158.7936851,coffee
105,32,25,25.1726866,58.43614784,6.60882541,146.37997434,coffee
106,13,30,27.95164186,42.42184412,7.04686246,171.61056119,coffee
95,28,27,25.53683644,64.28006929,6.83176905,149.06352014,coffee
111,21,28,24.63443061,69.40568056,7.29573506,134.97057968,coffee
108,28,40,26.17109054,56.11603412,6.84138002,155.48703858,coffee
97,27,21,26.66215776,65.4570714,7.17491185,175.5260067,coffee
117,30,32,26.86954035,68.62200792,6.76781477,171.02555022,coffee
123,24,25,24.95822648,55.48649649,7.26082649,132.11663954,coffee
